link,price,manufacturer,model,reg-year,mileage,engine-size,fuel-type,transmission,drive,finance
https://www.namcars.net/Volkswagen-Polo-GTI-1400695672,"N$ 129,000",Volkswagen,Polo GTI,2011 Year,"59,600 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Suzuki-GRAND-VITARA-2.4-DUNE-4X4-1400693119,"N$ 129,000",Suzuki,GRAND VITARA 2.4 DUNE 4X4,2014 Year,"144,215 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-Passat-Tsi-Highliner-1400693428,"N$ 129,000",Volkswagen,Passat Tsi Highliner,2013 Year,"126,780 km mileage",1.8L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Suzuki-GRAND-VITARA-1400681452,"N$ 129,000",Suzuki,GRAND VITARA,2014 Year,"165,500 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Alfa-Romeo-Giulietta-1.4-Progression-1400695103,"N$ 129,900",Alfa Romeo,Giulietta 1.4 Progression,2011 Year,"77,800 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Etios-Cross-1400685924,"N$ 129,900",Toyota,Etios Cross,2014 Year,"105,000 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Landcruiser-4.2D-4x4-1400691853,"N$ 129,900",Toyota,Landcruiser 4.2D 4x4,1999 Year,"410,500 km mileage",4.2L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Toyota-Etios-1.5-Xi-Sedan-1400691620,"N$ 129,900",Toyota,Etios 1.5 Xi Sedan,2016 Year,"31,000 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Figo-1.5-ambiente-5-door-manual-NO-DEPOSIT-1400694446,"N$ 129,900",Ford,Figo 1.5 ambiente 5 door manual NO DEPOSIT,2018 Year,"25,000 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mercedes-Benz-C200-AUTO-1400689850,"N$ 129,900",Mercedes-Benz,C200 AUTO,2008 Year,"175,000 km mileage",1.8L Engine,Petrol Fuel,Automatic transmission,Rear-Wheel Drive,Finance: Not available
https://www.namcars.net/Citroen-DS3-1.6VTi-DSTYLE-1400695240,"N$ 129,900",Citroen,DS3 1.6VTi DSTYLE,2012 Year,"142,350 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Chevrolet-UTILITY-1.4-A-C-1400694740,"N$ 129,900",Chevrolet,UTILITY 1.4 A/C,2015 Year,"17,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-Vivo-1.6-5DR-1400695015,"N$ 129,900",Volkswagen,Polo Vivo 1.6 5DR,2014 Year,"64,500 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-POLO-VIVO-1-6-CLASSIC-1400692976,"N$ 129,900",Volkswagen,"POLO VIVO 1,6 CLASSIC",2014 Year,"86,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-I-10-1400695509,"N$ 129,995",Hyundai,I 10,2016 Year,"50,000 km mileage",1.1L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Opel-Corsa-1.0-Turbo-Essentia-5-door-1400693238,"N$ 129,999",Opel,Corsa 1.0 Turbo Essentia 5 door,2015 Year,"82,000 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-Trendline-1400694288,"N$ 130,000",Volkswagen,Polo Vivo 1.4 Trendline,2016 Year,"93,227 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Isuzu-KB-360-4x4-D-CAB-Automatic-1400694304,"N$ 130,000",Isuzu,KB 360 4x4 D/CAB Automatic,2010 Year,"179,000 km mileage",3.6L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-JETTA-1.4-TSI-HIGHLINE-1400695092,"N$ 130,000",Volkswagen,JETTA 1.4 TSI HIGHLINE,2012 Year,"83,918 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Volvo-S60-1400695171,"N$ 130,000",Volvo,S60,2013 Year,"114,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,"Full service history 
Includes all the bells and whistles.",
https://www.namcars.net/BMW-116i-Twinturbo-1400691974,"N$ 134,000",BMW,116i Twinturbo,2012 Year,"82,200 km mileage",1.6L Engine,Petrol Fuel,Automatic Tiptronic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Toyota-YARIS-1.3-XS-5DR-1400695482,"N$ 134,900",Toyota,YARIS 1.3 XS 5DR,2013 Year,"87,571 km mileage",1.3L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Sandero-900T-Stepway-NO-DEPOSIT-1400695045,"N$ 135,000",Renault,Sandero 900T Stepway NO DEPOSIT,2015 Year,"55,500 km mileage",0.9L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-I-30-1.8GLS-Executive-1400695583,"N$ 135,000",Hyundai,I-30 1.8GLS Executive,2012 Year,"69,000 km mileage",1.8L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-RUSH-4WD-1400690210,"N$ 135,000",Toyota,RUSH 4WD,2010 Year,"64,000 km mileage",1.5L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Not available
https://www.namcars.net/Nissan-Np200-1.6-base-1400694840,"N$ 135,000",Nissan,Np200 1.6 base,2017 Year,"82,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-1.4-Comf-line-1400695361,"N$ 135,000",Volkswagen,Polo 1.4 Comf line,2012 Year,"79,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-2.0-VVTI-1400695363,"N$ 135,000",Toyota,Hilux 2.0 VVTI,2007 Year,"187,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Not available
https://www.namcars.net/Volkswagen-Scirocco-1.4-(118kw)-1400694865,"N$ 135,000",Volkswagen,Scirocco 1.4 (118kw),2011 Year,"100,500 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,"Local
Full service history 
Bank finance available
Panoramic roof",
https://www.namcars.net/Suzuki-JIMNY-CROSS-ROAD-ADVENTURE-1400690264,"N$ 135,000",Suzuki,JIMNY  CROSS ROAD ADVENTURE,2010 Year,"101,000 km mileage",1.3L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Not available
https://www.namcars.net/Volkswagen-Golf-R32-Dsg-Local-1400694160,"N$ 135,000",Volkswagen,Golf R32 Dsg Local,2008 Year,"198,000 km mileage",3.2L Engine,Petrol Fuel,DSG transmission,Air Conditioning,Cruise Control
https://www.namcars.net/Nissan-Navara-4.0-1400695460,"N$ 135,000",Nissan,Navara 4.0,2007 Year,"200,000 km mileage",4.0L Engine,Petrol Fuel,Manual transmission,Comes with canopy and a sail. Underbody done. Has two spare wheels. Service up to date.for more info pls call.roadworthy and police clearance done.,
https://www.namcars.net/Toyota-Corolla-1.6-Professional-1400695716,"N$ 135,000",Toyota,Corolla 1.6 Professional,2012 Year,"173,047 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Megane-1.6-Dynamique-5Dr-1400694977,"N$ 135,000",Renault,Megane 1.6 Dynamique 5Dr,2014 Year,"58,429 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Avanza-1.5-SX-A-T-1400693194,"N$ 135,000",Toyota,Avanza 1.5 SX A/T,2013 Year,"92,000 km mileage",1.5L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Isuzu-KB250-2.5-Dtec-4x4-LE-1400695255,"N$ 135,000",Isuzu,"KB250 2.5 Dtec, 4x4, LE",2014 Year,"265,000 km mileage",2.5L Engine,Diesel Fuel,Manual transmission,"Running Boards
Radio & CD/USB",
https://www.namcars.net/Chevrolet-Cruze-1400694745,"N$ 135,000",Chevrolet,Cruze,2014 Year,"93,500 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-polo-6-GTI-1400695541,"N$ 135,000",Volkswagen,polo 6 GTI,2015 Year,"135,000 km mileage",1.6L Engine,Petrol Fuel,Automatic transmission,,
https://www.namcars.net/Toyota-Corrola-1.6-Quest-1400694928,"N$ 135,900",Toyota,Corrola 1.6 Quest,2015 Year,"98,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/GWM-STEED-5-2200-D-CAB-1400692979,"N$ 136,900",GWM,STEED 5 2200 D/CAB,2015 Year,"50,000 km mileage",2.2L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Corolla-Quest-1.6-1400694425,"N$ 136,995",Toyota,Corolla Quest 1.6,2014 Year,"99,200 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Datsun-GO-1.2-Lux-1400694813,"N$ 137,500",Datsun,GO 1.2 Lux,2018 Year,"38,413 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-Qashqai-1.6-Visia-1400695659,"N$ 137,500",Nissan,Qashqai 1.6 Visia,2014 Year,"63,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Kwid-1.0L-Expression-1400694091,"N$ 137,995",Renault,Kwid 1.0L Expression,2019 Year,46 km mileage,1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-Veloster-GDi-Executive-1400694282,"N$ 139,000",Hyundai,Veloster GDi Executive,2013 Year,"134,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-VOLKSWAGEN-JETTA-1.4-1400695093,"N$ 139,000",Volkswagen,VOLKSWAGEN JETTA 1.4,2014 Year,"57,500 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Toyota-YARIS-1.3-XR-5DR-1400693313,"N$ 139,000",Toyota,YARIS 1.3 XR 5DR,2012 Year,"80,428 km mileage",1.3L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Corolla-Quest-1400692325,"N$ 139,000",Toyota,Corolla Quest,2015 Year,"99,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,,
https://www.namcars.net/Volkswagen-Polo-Vivo-1.4-1400687217,"N$ 139,000",Volkswagen,Polo Vivo 1.4,2016 Year,"48,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Aygo-1.0-1400694668,"N$ 139,000",Toyota,Aygo 1.0,2016 Year,"2,800 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-VOLKSWAGEN-JETTA-GP-1.4-TSI-1400693427,"N$ 139,000",Volkswagen,VOLKSWAGEN JETTA GP 1.4 TSI,2015 Year,"95,295 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-Passat-CC-Sport-1400694226,"N$ 139,000",Volkswagen,Passat CC Sport,2011 Year,"92,620 km mileage",1.8L Engine,Petrol Fuel,DSG transmission,Rear-Wheel Drive,Finance: Not available
https://www.namcars.net/Mercedes-Benz-C180-1400694530,"N$ 139,900",Mercedes-Benz,C180,2008 Year,"147,650 km mileage",1.8L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Toyota-Etios-XS-1400693257,"N$ 139,900",Toyota,Etios XS,2016 Year,"57,695 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-Accent-1.6-Fluid-Hatch-back-1400694302,"N$ 139,900",Hyundai,Accent 1.6 Fluid Hatch back,2014 Year,"89,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Suzuki-GRAND-VITARA-2.4-DUNE-4X4-1400695588,"N$ 139,900",Suzuki,GRAND VITARA 2.4 DUNE 4X4,2014 Year,"131,000 km mileage",2.4L Engine,Petrol Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-TOURAN-2.0-TDI-COMFORTLINE-1400695590,"N$ 139,900",Volkswagen,TOURAN 2.0 TDI COMFORTLINE,2012 Year,"99,000 km mileage",2.0L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-VOLKSWAGEN-SHARAN-2.0-1400695083,"N$ 139,900",Volkswagen,VOLKSWAGEN SHARAN 2.0,2012 Year,"73,489 km mileage",2.0L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Nissan-NP300-LWB-2000-1400695405,"N$ 139,900",Nissan,NP300 LWB 2000,2015 Year,"140,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-TSI-1400689014,"N$ 139,900",Volkswagen,Polo TSI,2015 Year,"117,000 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Jinbei-AMANDLA-2.2I-13-SEATER-1400685176,"N$ 139,900",Jinbei,AMANDLA 2.2I 13 SEATER,2013 Year,"175,000 km mileage",2.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-POLO-1.4-H-B-C-LINE-1400695190,"N$ 139,900",Volkswagen,POLO 1.4 H/B C/LINE,2012 Year,"65,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-Juke-1.6-Acenta-1400694698,"N$ 139,900",Nissan,Juke 1.6 Acenta +,2014 Year,"70,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Tata-Xenon-XT-1400695520,"N$ 139,995",Tata,Xenon XT,2014 Year,"107,000 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,4x4,Finance: Available
https://www.namcars.net/Renault-Kwid-1.0-Dyn-1400693479,"N$ 139,995",Renault,Kwid 1.0 Dyn,2019 Year,"5,400 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Nissan-Qashqai-1.6-Acenta-1400694248,"N$ 139,995",Nissan,Qashqai 1.6 Acenta,2012 Year,"123,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Mitsubishi-Outlander-1400693759,"N$ 139,995",Mitsubishi,Outlander,2010 Year,"146,000 km mileage",2.4L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Available
https://www.namcars.net/Volkswagen-Polo-1.6-Trendline-1400694817,"N$ 140,000",Volkswagen,Polo 1.6 Trendline,2014 Year,"75,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-116-I-1400690312,"N$ 140,000",BMW,116 I,2012 Year,"99,000 km mileage",1.6L Engine,Petrol Fuel,Automatic Tiptronic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Chevrolet-Cruze-1.6-LS-Sedan-1400689805,"N$ 140,000",Chevrolet,Cruze 1.6 LS Sedan,2015 Year,"148,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Cross-Polo-1400693430,"N$ 140,000",Volkswagen,Cross Polo,2013 Year,"95,000 km mileage",1.6L Engine,Diesel Fuel,Manual transmission,,
https://www.namcars.net/Kia-Picanto-1.0-Start-1400695559,"N$ 142,995",Kia,Picanto 1.0 Start,2019 Year,"3,000 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Duster-1.6-Dynamique-1400685580,"N$ 144,995",Renault,Duster 1.6 Dynamique,2014 Year,"93,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Available
https://www.namcars.net/Hyundai-i10-Grand-Fluid-1400692658,"N$ 144,995",Hyundai,i10  Grand  Fluid,2016 Year,"20,000 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-Grand-I-10-1400695502,"N$ 144,995",Hyundai,Grand I 10,2016 Year,"25,000 km mileage",1.2L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-320i-A-T-1400694306,"N$ 145,000",BMW,320i A/T,2011 Year,"142,300 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-Polo-GTI-1400695355,"N$ 145,000",Volkswagen,Polo GTI,2012 Year,"115,000 km mileage",1.4L Engine,Petrol Fuel,Automatic Tiptronic transmission,"Polo gti
1400cc super charged turbo
DSG 7 speed
Paddle shift
Cruise control
Steering control
Sport suspension
???? lits 
Rear sport bumper
Xenon lights
Vw entrance light (retrofitted) 
Corner lights
Fog lamps
18 inch low profile",
https://www.namcars.net/Chevrolet-UTILITY-1.4-BASE-A-C-1400694081,"N$ 145,000",Chevrolet,UTILITY 1.4 BASE A/C,2017 Year,"65,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Ranger-2.2-TDCI-4x4-1400680535,"N$ 145,000",Ford,Ranger 2.2 TDCI 4x4,2012 Year,"272,500 km mileage",2.2L Engine,Diesel Fuel,Manual transmission,,
https://www.namcars.net/Nissan-NP-300-2.0-Lwb-1400695128,"N$ 145,000",Nissan,NP 300 2.0 Lwb,2017 Year,"73,029 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Mitsubishi-RVR-AZX-1400690271,"N$ 145,000",Mitsubishi,RVR AZX,2010 Year,"85,000 km mileage",1.8L Engine,Petrol Fuel,Automatic transmission,4x4,Finance: Not available
https://www.namcars.net/Chevrolet-UTILITY-1.4-AC-1400692341,"N$ 145,000",Chevrolet,UTILITY 1.4 AC,2017 Year,"69,400 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Audi-Q7-3.0-TDI-V6-Quattro-1400694666,"N$ 145,000",Audi,Q7 3.0 TDI V6 Quattro,2006 Year,"253,600 km mileage",3.0L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-POLO-GT-Blue-Motion-1400691367,"N$ 145,000",Volkswagen,POLO GT Blue Motion,2013 Year,"60,000 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-Focus-1.0-EcoBoost-Trend-4Dr-1400694956,"N$ 145,000",Ford,Focus 1.0 EcoBoost Trend 4Dr,2015 Year,"119,650 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Mercedes-Benz-C180-Kompressor-1400695213,"N$ 145,000",Mercedes-Benz,C180 Kompressor,2009 Year,"169,000 km mileage",1.6L Engine,Petrol Fuel,Automatic Multitronic transmission,"Female Owner.Beautiful interior, blue tooth, leather,speed cruise etc. Well Maintained, service history,5 new tyres(incl. spare wheel)Service Record and new timing Chain at agents.",
https://www.namcars.net/Volkswagen-Tiguan-2.0-Tdi-4-Motion-1400688312,"N$ 145,000",Volkswagen,Tiguan 2.0 Tdi 4-Motion,2009 Year,"211,000 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Ford-Ranger-3-2-4x4-XLT-1400695488,"N$ 145,000",Ford,"Ranger 3,2 4x4 XLT",2013 Year,"177,000 km mileage",3.2L Engine,Diesel Fuel,Automatic transmission,Air Conditioning,Cruise Control
https://www.namcars.net/Mercedes-Benz-C200-1400695270,"N$ 145,000",Mercedes-Benz,C200,2008 Year,"90,200 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,Silver colour 10/10 condition see at near Groove mall,
https://www.namcars.net/Ford-Ford-Fiesta-1.4-Ambiente-5-Dr-1400695535,"N$ 145,000",Ford,Ford Fiesta 1.4 Ambiente 5 Dr,2016 Year,"59,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Hilux-2.0-vvti-1400695285,"N$ 145,000",Toyota,Hilux 2.0 vvti,2009 Year,"200,800 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,4x2,Finance: Not available
https://www.namcars.net/Volkswagen-Caddy-2.0-TDI-Maxi-1400691706,"N$ 145,000",Volkswagen,Caddy 2.0 TDI Maxi,2014 Year,"82,000 km mileage",2.0L Engine,Diesel Fuel,Manual transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-Polo-Vivo-GP-Concepline-1400685945,"N$ 145,900",Volkswagen,Polo Vivo GP Concepline,2017 Year,"45,680 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Hyundai-Elantra-1.8-GLS-1400695628,"N$ 145,995",Hyundai,Elantra 1.8 GLS,2013 Year,"55,000 km mileage",1.8L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Kia-Kia-K2700-Workhorse-P-u-S-c-1400694892,"N$ 148,000",Kia,Kia K2700 Workhorse P/u S/c,2015 Year,"107,000 km mileage",2.7L Engine,Diesel Fuel,Manual transmission,Rear-Wheel Drive,Finance: Available
https://www.namcars.net/Mercedes-Benz-B200-1400695670,"N$ 149,000",Mercedes-Benz,B200,2013 Year,"102,550 km mileage",1.6L Engine,Petrol Fuel,Automatic Multitronic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/BMW-X1-Sdrive-1400693115,"N$ 149,000",BMW,X1 Sdrive,2011 Year,"93,830 km mileage",2.0L Engine,Petrol Fuel,Automatic Tiptronic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Audi-Audi-A4-TFSI-1400689536,"N$ 149,000",Audi,Audi A4 TFSI,2011 Year,"115,250 km mileage",1.8L Engine,Petrol Fuel,Automatic Tiptronic transmission,Rear-Wheel Drive,Finance: Not available
https://www.namcars.net/Volkswagen-Golf-TSI-Cabriolet-1400695445,"N$ 149,000",Volkswagen,Golf TSI Cabriolet,2012 Year,"95,600 km mileage",1.4L Engine,Petrol Fuel,DSG transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Audi-A4-TFSI-Turbo-1400688279,"N$ 149,000",Audi,A4 TFSI Turbo,2011 Year,"57,350 km mileage",1.8L Engine,Petrol Fuel,Automatic Tiptronic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Toyota-corolla-quest1.6-1400695250,"N$ 149,000",Toyota,corolla quest1.6,2016 Year,"96,454 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,All-Wheel Drive,Finance: Available
https://www.namcars.net/BMW-X1-S-Drive-1400694756,"N$ 149,000",BMW,X1 S Drive,2011 Year,"72,650 km mileage",1.8L Engine,Petrol Fuel,Automatic Tiptronic transmission,4x2,Finance: Not available
https://www.namcars.net/Jaguar-X400-2.0P-v6-1400695060,"N$ 149,900",Jaguar,X400 2.0P v6,2007 Year,"65,000 km mileage",2.0L Engine,Petrol Fuel,Automatic transmission,Front-Wheel Drive,Finance: Not available
https://www.namcars.net/Nissan-Qashqai-1400693802,"N$ 149,900",Nissan,Qashqai,2012 Year,"162,000 km mileage",2.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Peugeot-2008-1.6-vti-allure-5-Door-manual-1400694829,"N$ 149,900",Peugeot,2008 1.6 vti allure 5 Door manual,2014 Year,"84,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Etios-1.5-XS-Sprint-1400689455,"N$ 149,900",Toyota,Etios 1.5 XS Sprint,2018 Year,"51,000 km mileage",1.5L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Volkswagen-VW-Polo-VIVO-1.4-Trendline-1400694075,"N$ 149,900",Volkswagen,VW Polo VIVO 1.4 Trendline,2016 Year,"31,500 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-Etios-Cross-1400692796,"N$ 149,900",Toyota,Etios Cross,2016 Year,"87,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Toyota-COROLLA-1-6-QUEST-1400693825,"N$ 149,900",Toyota,"COROLLA 1,6 QUEST",2015 Year,"59,000 km mileage",1.6L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Suzuki-Ertiga-1400695376,"N$ 149,900",Suzuki,Ertiga,2016 Year,"113,000 km mileage",1.4L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Ford-ECOSPORT-1.0-TREND-1400695382,"N$ 149,900",Ford,ECOSPORT 1.0 TREND,2013 Year,"106,000 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Opel-Adam-1.0-T-Jam-1400692832,"N$ 149,900",Opel,Adam 1.0 T Jam,2015 Year,"59,333 km mileage",1.0L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Renault-Clio-4-1400691313,"N$ 149,900",Renault,Clio 4,2013 Year,"35,000 km mileage",0.9L Engine,Petrol Fuel,Manual transmission,Front-Wheel Drive,Finance: Available
https://www.namcars.net/Chevrolet-Cruze-2.0-LT-A-T-1400693109,"N$ 149,900",Chevrolet,Cruze  2.0 LT A/T,2014 Year,"112,000 km mileage",2.0L Engine,Diesel Fuel,Automatic transmission,Front-Wheel Drive,Finance: Available
